02-Oct-2018,,,,,,,,,,,
iShares Russell 3000 ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Oct 02, 2018",,,,,,,,,,
Total Net Assets,"$9,012,794,684.18",,,,,,,,,,
Number of Securities (excluding cash and derivatives),"3,025.00",,,,,,,,,,
Shares Outstanding,"52,300,000.00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
CMP,COMPASS MINERALS INTERNATIONAL INC,Equity,0.01,67.04,"10,268.00","688,366.72","688,366.72",Materials,2202763,US20451N1019,New York Stock Exchange Inc.
MGEE,MGE ENERGY INC,Equity,0.01,63.85,"10,764.00","687,281.40","687,281.40",Utilities,2554163,US55277P1049,NASDAQ
ORA,ORMAT TECH INC,Equity,0.01,54.81,"12,551.00","687,920.31","687,920.31",Utilities,B03L311,US6866881021,New York Stock Exchange Inc.
CVCO,CAVCO INDUSTRIES INC,Equity,0.01,248.54,"2,760.00","685,970.40","685,970.40",Consumer Discretionary,2787022,US1495681074,NASDAQ
MDCO,MEDICINES,Equity,0.01,31.17,"21,992.00","685,490.64","685,490.64",Health Care,2616773,US5846881051,NASDAQ
FOLD,AMICUS THERAPEUTICS INC,Equity,0.01,12.28,"55,787.00","685,064.36","685,064.36",Health Care,B19FQ48,US03152W1099,NASDAQ
NOVT,NOVANTA INC,Equity,0.01,66.91,"10,236.00","684,890.76","684,890.76",Information Technology,BD8S5H8,CA67000B1040,NASDAQ
CAR,AVIS BUDGET GROUP INC,Equity,0.01,32.80,"20,869.00","684,503.20","684,503.20",Industrials,B1CL8J2,US0537741052,NASDAQ
SAM,BOSTON BEER INC CLASS A,Equity,0.01,277.13,"2,463.00","682,571.19","682,571.19",Consumer Staples,2113393,US1005571070,New York Stock Exchange Inc.
SC,SANTANDER CONSUMER USA HOLDINGS IN,Equity,0.01,19.53,"34,926.00","682,104.78","682,104.78",Financials,BJ0KZ85,US80283M1018,New York Stock Exchange Inc.
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,Equity,0.01,33.19,"20,495.00","680,229.05","680,229.05",Industrials,BWD7PX9,US0078001056,New York Stock Exchange Inc.
AVYA,AVAYA HOLDINGS CORP,Equity,0.01,21.64,"31,426.00","680,058.64","680,058.64",Information Technology,BD9G9B3,US05351X1019,New York Stock Exchange Inc.
PCTY,PAYLOCITY HOLDING CORP,Equity,0.01,76.24,"8,930.00","680,823.20","680,823.20",Information Technology,BKM4N88,US70438V1061,NASDAQ
FLOW,SPX FLOW INC,Equity,0.01,51.52,"13,186.00","679,342.72","679,342.72",Industrials,BYMN2T7,US78469X1072,New York Stock Exchange Inc.
MLHR,HERMAN MILLER INC,Equity,0.01,36.60,"18,526.00","678,051.60","678,051.60",Industrials,2594222,US6005441000,NASDAQ
BECN,BEACON ROOFING SUPPLY INC,Equity,0.01,34.07,"19,832.00","675,676.24","675,676.24",Industrials,B02TS99,US0736851090,NASDAQ
INDB,INDEPENDENT BANK CORP,Equity,0.01,81.14,"8,304.00","673,786.56","673,786.56",Financials,2447821,US4538361084,NASDAQ
CRC,CALIFORNIA RESOURCES CORP,Equity,0.01,48.62,"13,856.00","673,678.72","673,678.72",Energy,BZBY210,US13057Q2066,New York Stock Exchange Inc.
HRTX,HERON THERAPEUTICS INC,Equity,0.01,30.79,"21,826.00","672,022.54","672,022.54",Health Care,BJ0XLZ3,US4277461020,NASDAQ
LPNT,LIFEPOINT HEALTH INC,Equity,0.01,64.25,"10,447.00","671,219.75","671,219.75",Health Care,2413037,US53219L1098,NASDAQ
PENN,PENN NATIONAL GAMING INC,Equity,0.01,33.59,"19,968.00","670,725.12","670,725.12",Consumer Discretionary,2682105,US7075691094,NASDAQ
TPX,TEMPUR SEALY INTERNATIONAL INC,Equity,0.01,48.38,"13,835.00","669,337.30","669,337.30",Consumer Discretionary,2216991,US88023U1016,New York Stock Exchange Inc.
NBR,NABORS INDUSTRIES LTD,Equity,0.01,6.46,"103,561.00","669,004.06","669,004.06",Energy,2963372,BMG6359F1032,New York Stock Exchange Inc.
LBRDA,LIBERTY BROADBAND CORP SERIES A,Equity,0.01,83.86,"7,954.00","667,022.44","667,022.44",Communication,BRTLBY3,US5303071071,NASDAQ
WSBC,WESBANCO INC,Equity,0.01,43.27,"15,359.00","664,583.93","664,583.93",Financials,2953782,US9508101014,NASDAQ
TEN,TENNECO INC CLASS A,Equity,0.01,42.41,"15,621.00","662,486.61","662,486.61",Consumer Discretionary,2512600,US8803491054,New York Stock Exchange Inc.
AKR,ACADIA REALTY TRUST REIT TRUST,Equity,0.01,27.84,"23,747.00","661,116.48","661,116.48",Real Estate,2566522,US0042391096,New York Stock Exchange Inc.
KOS,KOSMOS ENERGY LTD,Equity,0.01,9.55,"69,012.00","659,064.60","659,064.60",Energy,B53HHH8,BMG5315B1072,New York Stock Exchange Inc.
HALO,HALOZYME THERAPEUTICS INC,Equity,0.01,18.26,"36,095.00","659,094.70","659,094.70",Health Care,2975098,US40637H1095,NASDAQ
CRZO,CARRIZO OIL AND GAS INC,Equity,0.01,24.51,"26,811.00","657,137.61","657,137.61",Energy,2092801,US1445771033,NASDAQ
FRME,FIRST MERCHANTS CORP,Equity,0.01,44.20,"14,841.00","655,972.20","655,972.20",Financials,2342410,US3208171096,NASDAQ
ARNA,ARENA PHARMACEUTICALS INC,Equity,0.01,45.69,"14,333.00","654,874.77","654,874.77",Health Care,BF3N4P3,US0400476075,NASDAQ
WDFC,WD-40,Equity,0.01,167.15,"3,922.00","655,562.30","655,562.30",Consumer Staples,2944742,US9292361071,NASDAQ
ITRI,ITRON INC,Equity,0.01,61.54,"10,600.00","652,324.00","652,324.00",Information Technology,2471949,US4657411066,NASDAQ
IRTC,IRHYTHM TECHNOLOGIES INC,Equity,0.01,91.72,"7,110.00","652,129.20","652,129.20",Health Care,BYT4ST5,US4500561067,NASDAQ
DSW,DSW INC CLASS A,Equity,0.01,32.31,"20,148.00","650,981.88","650,981.88",Consumer Discretionary,B0BV2V6,US23334L1026,New York Stock Exchange Inc.
MDP,MEREDITH CORP,Equity,0.01,51.65,"12,542.00","647,794.30","647,794.30",Communication,2578516,US5894331017,New York Stock Exchange Inc.
TRNO,TERRENO REALTY REIT CORP,Equity,0.01,37.14,"17,442.00","647,795.88","647,795.88",Real Estate,B3N4753,US88146M1018,New York Stock Exchange Inc.
CBM,CAMBREX CORP,Equity,0.01,65.89,"9,824.00","647,303.36","647,303.36",Health Care,2165811,US1320111073,New York Stock Exchange Inc.
SRCI,SRC ENERGY INC,Equity,0.01,8.76,"73,814.00","646,610.64","646,610.64",Energy,BD8ZX20,US78470V1089,Nyse Mkt Llc
THC,TENET HEALTHCARE CORP,Equity,0.01,27.39,"23,601.00","646,431.39","646,431.39",Health Care,B8DMK08,US88033G4073,New York Stock Exchange Inc.
MNRO,MONRO INC,Equity,0.01,67.38,"9,556.00","643,883.28","643,883.28",Consumer Discretionary,2600088,US6102361010,NASDAQ
TRMK,TRUSTMARK CORP,Equity,0.01,33.08,"19,435.00","642,909.80","642,909.80",Financials,2340210,US8984021027,NASDAQ
ABM,ABM INDUSTRIES INC,Equity,0.01,32.26,"19,936.00","643,035.68","643,035.68",Industrials,2024901,US0009571003,New York Stock Exchange Inc.
AEIS,ADVANCED ENERGY INDUSTRIES INC,Equity,0.01,52.56,"12,220.00","642,283.20","642,283.20",Information Technology,2049175,US0079731008,NASDAQ
AX,AXOS FINANCIAL INC,Equity,0.01,34.61,"18,554.00","642,153.94","642,153.94",Financials,BGK38H3,US05465C1009,New York Stock Exchange Inc.
SATS,ECHOSTAR CORP CLASS A,Equity,0.01,45.73,"14,043.00","642,186.39","642,186.39",Information Technology,B2NC471,US2787681061,NASDAQ
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Equity,0.01,80.70,"7,967.00","642,936.90","642,936.90",Industrials,2943620,US9427491025,New York Stock Exchange Inc.
HSC,HARSCO CORP,Equity,0.01,28.19,"22,749.00","641,294.31","641,294.31",Industrials,2412700,US4158641070,New York Stock Exchange Inc.
MYOK,MYOKARDIA INC,Equity,0.01,60.30,"10,643.00","641,772.90","641,772.90",Health Care,BYNZF59,US62857M1053,NASDAQ
PLCE,CHILDRENS PLACE INC,Equity,0.01,126.21,"5,080.00","641,146.80","641,146.80",Consumer Discretionary,2106791,US1689051076,NASDAQ
KBH,KB HOME,Equity,0.01,24.17,"26,456.00","639,441.52","639,441.52",Consumer Discretionary,2485070,US48666K1097,New York Stock Exchange Inc.
QTWO,Q2 HOLDINGS INC,Equity,0.01,55.99,"11,394.00","637,950.06","637,950.06",Information Technology,BKM4KV0,US74736L1098,New York Stock Exchange Inc.
CWT,CALIFORNIA WATER SERVICE GROUP,Equity,0.01,41.93,"15,192.00","637,000.56","637,000.56",Utilities,2165383,US1307881029,New York Stock Exchange Inc.
AWR,AMERICAN STATES WATER,Equity,0.01,60.01,"10,604.00","636,346.04","636,346.04",Utilities,2267171,US0298991011,New York Stock Exchange Inc.
MORN,MORNINGSTAR INC,Equity,0.01,121.81,"5,221.00","635,970.01","635,970.01",Financials,B081VR8,US6177001095,NASDAQ
EYE,NATIONAL VISION HOLDINGS INC,Equity,0.01,43.68,"14,567.00","636,286.56","636,286.56",Consumer Discretionary,BYP71H7,US63845R1077,NASDAQ
QDEL,QUIDEL CORP,Equity,0.01,64.38,"9,884.00","636,331.92","636,331.92",Health Care,2717591,US74838J1016,NASDAQ
QTS,QTS REALTY REIT INC TRUST CLASS A,Equity,0.01,42.55,"14,941.00","635,739.55","635,739.55",Real Estate,BDSV8H8,US74736A1034,New York Stock Exchange Inc.
CPS,COOPER STANDARD HOLDINGS INC,Equity,0.01,117.53,"5,398.00","634,426.94","634,426.94",Consumer Discretionary,B51JS17,US21676P1030,New York Stock Exchange Inc.
BEAT,BIOTELEMETRY INC,Equity,0.01,61.56,"10,310.00","634,683.60","634,683.60",Health Care,BCD7L64,US0906721065,NASDAQ
HOPE,HOPE BANCORP INC,Equity,0.01,16.15,"39,315.00","634,937.25","634,937.25",Financials,BYN87K7,US43940T1097,NASDAQ
ELY,CALLAWAY GOLF,Equity,0.01,23.54,"26,878.00","632,708.12","632,708.12",Consumer Discretionary,2173933,US1311931042,New York Stock Exchange Inc.
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Equity,0.01,16.23,"38,892.00","631,217.16","631,217.16",Real Estate,BF321D7,US2921041065,New York Stock Exchange Inc.
CNMD,CONMED CORP,Equity,0.01,78.79,"7,985.00","629,138.15","629,138.15",Health Care,2216010,US2074101013,NASDAQ
SKT,TANGER FACTORY OUTLET CENTERS REIT,Equity,0.01,22.07,"28,465.00","628,222.55","628,222.55",Real Estate,2874582,US8754651060,New York Stock Exchange Inc.
UFPI,UNIVERSAL FOREST PRODUCTS INC,Equity,0.01,33.80,"18,573.00","627,767.40","627,767.40",Industrials,2906496,US9135431040,NASDAQ
DORM,DORMAN PRODUCTS INC,Equity,0.01,74.12,"8,423.00","624,312.76","624,312.76",Consumer Discretionary,2718594,US2582781009,NASDAQ
RGNX,REGENXBIO INC,Equity,0.01,69.40,"8,975.00","622,865.00","622,865.00",Health Care,BZ0G875,US75901B1070,NASDAQ
PTCT,PTC THERAPEUTICS INC,Equity,0.01,45.28,"13,730.00","621,694.40","621,694.40",Health Care,B17VCN9,US69366J2006,NASDAQ
GNW,GENWORTH FINANCIAL A INC,Equity,0.01,4.12,"150,640.00","620,636.80","620,636.80",Financials,B011WL6,US37247D1063,New York Stock Exchange Inc.
BRC,BRADY NONVOTING CORP CLASS A,Equity,0.01,42.83,"14,493.00","620,735.19","620,735.19",Industrials,2117726,US1046741062,New York Stock Exchange Inc.
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Equity,0.01,28.62,"21,676.00","620,367.12","620,367.12",Communication,2799351,US8292261091,NASDAQ
FELE,FRANKLIN ELECTRIC INC,Equity,0.01,46.72,"13,248.00","618,946.56","618,946.56",Industrials,2350383,US3535141028,NASDAQ
RGEN,REPLIGEN CORP,Equity,0.01,55.69,"11,112.00","618,827.28","618,827.28",Health Care,2731654,US7599161095,NASDAQ
XLRN,ACCELERON PHARMA INC,Equity,0.01,54.59,"11,313.00","617,576.67","617,576.67",Health Care,BDGTXQ8,US00434H1086,NASDAQ
AERI,AERIE PHARMACEUTICALS INC,Equity,0.01,57.64,"10,667.00","614,845.88","614,845.88",Health Care,BFRTDG1,US00771V1089,NASDAQ
SFLY,SHUTTERFLY INC,Equity,0.01,63.91,"9,603.00","613,727.73","613,727.73",Consumer Discretionary,B188HK1,US82568P3047,NASDAQ
HA,HAWAIIAN HOLDINGS INC,Equity,0.01,37.92,"16,139.00","611,990.88","611,990.88",Industrials,2408044,US4198791018,NASDAQ
GKOS,GLAUKOS CORP,Equity,0.01,61.58,"9,922.00","610,996.76","610,996.76",Health Care,BYMWL19,US3773221029,New York Stock Exchange Inc.
FNSR,FINISAR CORP,Equity,0.01,18.56,"32,792.00","608,619.52","608,619.52",Information Technology,2517832,US31787A5074,NASDAQ
SBH,SALLY BEAUTY HOLDINGS INC,Equity,0.01,17.86,"33,973.00","606,757.78","606,757.78",Consumer Discretionary,B1GZ005,US79546E1047,New York Stock Exchange Inc.
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,Equity,0.01,18.32,"33,088.00","606,172.16","606,172.16",Real Estate,B28YD08,US76131N1019,NASDAQ
AXL,AMERICAN AXLE AND MANUFACTURING HO,Equity,0.01,17.65,"34,308.00","605,536.20","605,536.20",Consumer Discretionary,2382416,US0240611030,New York Stock Exchange Inc.
SLGN,SILGAN HOLDINGS INC,Equity,0.01,27.73,"21,823.00","605,151.79","605,151.79",Materials,2809324,US8270481091,NASDAQ
TMHC,TAYLOR MORRISON HOME CORP CLASS A,Equity,0.01,18.16,"33,198.00","602,875.68","602,875.68",Consumer Discretionary,B832462,US87724P1066,New York Stock Exchange Inc.
BLD,TOPBUILD CORP,Equity,0.01,55.12,"10,930.00","602,461.60","602,461.60",Consumer Discretionary,BZ0P3W2,US89055F1030,New York Stock Exchange Inc.
BANR,BANNER CORP,Equity,0.01,60.99,"9,862.00","601,483.38","601,483.38",Financials,2346003,US06652V2088,NASDAQ
EBIX,EBIX INC,Equity,0.01,77.77,"7,734.00","601,473.18","601,473.18",Information Technology,2008400,US2787152063,NASDAQ
MSFUT,CASH COLLATERAL MSFUT USD,Cash Collateral and Margins,0.01,100.00,"600,459.00","600,459.03","600,459.03",Cash and/or Derivatives,--,--,--
OIS,OIL STATES INTERNATIONAL INC,Equity,0.01,33.51,"17,904.00","599,963.04","599,963.04",Energy,2724472,US6780261052,New York Stock Exchange Inc.
PLT,PLANTRONICS INC,Equity,0.01,57.44,"10,432.00","599,214.08","599,214.08",Information Technology,2692030,US7274931085,New York Stock Exchange Inc.
GVA,GRANITE CONSTRUCTION INC,Equity,0.01,45.45,"13,194.00","599,667.30","599,667.30",Industrials,2381189,US3873281071,New York Stock Exchange Inc.
IRDM,IRIDIUM COMMUNICATIONS INC,Equity,0.01,22.44,"26,604.00","596,993.76","596,993.76",Communication,B2QH310,US46269C1027,NASDAQ
NTGR,NETGEAR INC,Equity,0.01,59.90,"9,939.00","595,346.10","595,346.10",Information Technology,2688363,US64111Q1040,NASDAQ
DDR,DDR REIT CORP,Equity,0.01,13.14,"45,203.00","593,967.42","593,967.42",Real Estate,BFXYBV1,US23317H8549,New York Stock Exchange Inc.
ACAD,ACADIA PHARMACEUTICALS INC,Equity,0.01,20.16,"29,466.00","594,034.56","594,034.56",Health Care,2713317,US0042251084,NASDAQ
EXLS,EXLSERVICE HOLDINGS INC,Equity,0.01,64.84,"9,165.00","594,258.60","594,258.60",Information Technology,B07LST0,US3020811044,NASDAQ
NWN,NORTHWEST NATURAL HOLDING COMPANY,Equity,0.01,67.43,"8,786.00","592,439.98","592,439.98",Utilities,BFNR303,US66765N1054,New York Stock Exchange Inc.
NAV,NAVISTAR INTERNATIONAL CORP,Equity,0.01,37.91,"15,625.00","592,343.75","592,343.75",Industrials,2624464,US63934E1082,New York Stock Exchange Inc.
FCB,FCB FINANCIAL HOLDINGS INC CLASS A,Equity,0.01,46.46,"12,752.00","592,457.92","592,457.92",Financials,BPBGHW2,US30255G1031,New York Stock Exchange Inc.
ABCB,AMERIS BANCORP,Equity,0.01,44.74,"13,194.00","590,299.56","590,299.56",Financials,2038849,US03076K1088,NASDAQ
GPOR,GULFPORT ENERGY CORP,Equity,0.01,10.61,"55,538.00","589,258.18","589,258.18",Energy,2398684,US4026353049,NASDAQ
SAIA,SAIA INC,Equity,0.01,72.77,"8,101.00","589,509.77","589,509.77",Industrials,2982399,US78709Y1055,NASDAQ
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Equity,0.01,37.90,"15,534.00","588,738.60","588,738.60",Health Care,B0650P3,US74112D1019,New York Stock Exchange Inc.
AXE,ANIXTER INTERNATIONAL INC,Equity,0.01,67.67,"8,674.00","586,969.58","586,969.58",Information Technology,2468844,US0352901054,New York Stock Exchange Inc.
BBBY,BED BATH AND BEYOND INC,Equity,0.01,14.03,"41,762.00","585,920.86","585,920.86",Consumer Discretionary,2085878,US0758961009,NASDAQ
EAT,BRINKER INTERNATIONAL INC,Equity,0.01,46.14,"12,668.00","584,501.52","584,501.52",Consumer Discretionary,2193544,US1096411004,New York Stock Exchange Inc.
KAMN,KAMAN CORP,Equity,0.01,65.97,"8,867.00","584,955.99","584,955.99",Industrials,2483223,US4835481031,New York Stock Exchange Inc.
DRQ,DRIL QUIP INC,Equity,0.01,51.54,"11,344.00","584,669.76","584,669.76",Energy,2116767,US2620371045,New York Stock Exchange Inc.
PDCO,PATTERSON COMPANIES INC,Equity,0.01,23.86,"24,503.00","584,641.58","584,641.58",Health Care,2672689,US7033951036,NASDAQ
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Equity,0.01,62.27,"9,369.00","583,407.63","583,407.63",Financials,2499543,BMG0464B1072,New York Stock Exchange Inc.
STAA,STAAR SURGICAL,Equity,0.01,44.91,"12,990.00","583,380.90","583,380.90",Health Care,2836292,US8523123052,NASDAQ
FWRD,FORWARD AIR CORP,Equity,0.01,69.82,"8,341.00","582,368.62","582,368.62",Industrials,2510790,US3498531017,NASDAQ
LTXB,LEGACYTEXAS FINANCIAL GROUP INC,Equity,0.01,42.46,"13,700.00","581,702.00","581,702.00",Financials,BV2CL41,US52471Y1064,NASDAQ
FOE,FERRO CORP,Equity,0.01,22.91,"25,333.00","580,379.03","580,379.03",Materials,2335001,US3154051003,New York Stock Exchange Inc.
TVPT,TRAVELPORT WORLDWIDE LTD,Equity,0.01,16.45,"35,224.00","579,434.80","579,434.80",Information Technology,BQV0M37,BMG9019D1048,New York Stock Exchange Inc.
FIX,COMFORT SYSTEMS USA INC,Equity,0.01,55.30,"10,470.00","578,991.00","578,991.00",Industrials,2036047,US1999081045,New York Stock Exchange Inc.
RNST,RENASANT CORP,Equity,0.01,40.07,"14,423.00","577,929.61","577,929.61",Financials,2670809,US75970E1073,NASDAQ
TOWN,TOWNEBANK,Equity,0.01,29.87,"19,345.00","577,835.15","577,835.15",Financials,B018PR4,US89214P1093,NASDAQ
SAFM,SANDERSON FARMS INC,Equity,0.01,99.33,"5,808.00","576,908.64","576,908.64",Consumer Staples,2774336,US8000131040,NASDAQ
TPH,TRI POINTE GROUP INC,Equity,0.01,12.62,"45,578.00","575,194.36","575,194.36",Consumer Discretionary,B92CQF3,US87265H1095,New York Stock Exchange Inc.
SUM,SUMMIT MATERIALS INC CLASS A,Equity,0.01,18.00,"31,934.00","574,812.00","574,812.00",Materials,BW9JPS4,US86614U1007,New York Stock Exchange Inc.
FBP,FIRST BANCORP,Equity,0.01,8.89,"64,589.00","574,196.21","574,196.21",Financials,2296926,PR3186727065,New York Stock Exchange Inc.
CARS,CARS.COM INC,Equity,0.01,26.90,"21,320.00","573,508.00","573,508.00",Communication,BYXHTC0,US14575E1055,New York Stock Exchange Inc.
GBX,GREENBRIER INC,Equity,0.01,60.18,"9,508.00","572,191.44","572,191.44",Industrials,2387530,US3936571013,New York Stock Exchange Inc.
GTT,GTT COMMUNICATIONS INC,Equity,0.01,44.61,"12,809.00","571,409.49","571,409.49",Information Technology,BHB2F53,US3623931009,New York Stock Exchange Inc.
ENSG,ENSIGN GROUP INC,Equity,0.01,36.62,"15,604.00","571,418.48","571,418.48",Health Care,B1YWPP8,US29358P1012,NASDAQ
OTTR,OTTER TAIL CORP,Equity,0.01,47.61,"11,976.00","570,177.36","570,177.36",Utilities,2664103,US6896481032,NASDAQ
CLNC,COLONY CREDIT REAL ESTATE INC,Equity,0.01,21.31,"26,756.00","570,170.36","570,170.36",Financials,BG5QFQ5,US19625T1016,New York Stock Exchange Inc.
ORIG,OCEAN RIG UDW INC CLASS A,Equity,0.01,34.76,"16,343.00","568,082.68","568,082.68",Energy,BZ0B375,KYG669641188,NASDAQ
LCII,LCI INDUSTRIES,Equity,0.01,81.32,"6,978.00","567,450.96","567,450.96",Consumer Discretionary,BYQ44Y5,US50189K1034,New York Stock Exchange Inc.
VRNS,VARONIS SYSTEMS INC,Equity,0.01,67.99,"8,333.00","566,560.67","566,560.67",Information Technology,BJZ2ZR5,US9222801022,NASDAQ
HNI,HNI CORP,Equity,0.01,42.29,"13,326.00","563,556.54","563,556.54",Industrials,2435246,US4042511000,New York Stock Exchange Inc.
INT,WORLD FUEL SERVICES CORP,Equity,0.01,27.90,"20,183.00","563,105.70","563,105.70",Energy,2469450,US9814751064,New York Stock Exchange Inc.
MINI,MOBILE MINI INC,Equity,0.01,43.02,"13,021.00","560,163.42","560,163.42",Industrials,2548177,US60740F1057,NASDAQ
WOR,WORTHINGTON INDUSTRIES INC,Equity,0.01,43.75,"12,816.00","560,700.00","560,700.00",Materials,2981932,US9818111026,New York Stock Exchange Inc.
WING,WINGSTOP INC,Equity,0.01,65.01,"8,621.00","560,451.21","560,451.21",Consumer Discretionary,BYYXHN4,US9741551033,NASDAQ
CVNA,CARVANA CLASS A,Equity,0.01,54.46,"10,275.00","559,576.50","559,576.50",Consumer Discretionary,BYQHPG3,US1468691027,New York Stock Exchange Inc.
CADE,CADENCE BANCORPORATION CLASS A,Equity,0.01,25.62,"21,823.00","559,105.26","559,105.26",Financials,BYWVH74,US12739A1007,New York Stock Exchange Inc.
PLXS,PLEXUS CORP,Equity,0.01,57.51,"9,714.00","558,652.14","558,652.14",Information Technology,2692160,US7291321005,NASDAQ
LAD,LITHIA MOTORS INC CLASS A,Equity,0.01,76.57,"7,275.00","557,046.75","557,046.75",Consumer Discretionary,2515030,US5367971034,New York Stock Exchange Inc.
PCRX,PACIRA PHARMACEUTICALS INC,Equity,0.01,47.16,"11,810.00","556,959.60","556,959.60",Health Care,B3X26D8,US6951271005,NASDAQ
UBNT,UBIQUITI NETWORKS INC,Equity,0.01,97.44,"5,704.00","555,797.76","555,797.76",Information Technology,B76VD62,US90347A1007,NASDAQ
SANM,SANMINA CORP,Equity,0.01,26.99,"20,562.00","554,968.38","554,968.38",Information Technology,B92RRW2,US8010561020,NASDAQ
CHSP,CHESAPEAKE LODGING TRUST REIT TRUS,Equity,0.01,31.76,"17,478.00","555,101.28","555,101.28",Real Estate,B4TC8L1,US1652401027,New York Stock Exchange Inc.
NTCT,NETSCOUT SYSTEMS INC,Equity,0.01,24.47,"22,693.00","555,297.71","555,297.71",Information Technology,2447285,US64115T1043,NASDAQ
NXTM,NXSTAGE MEDICAL INC,Equity,0.01,27.69,"20,034.00","554,741.46","554,741.46",Health Care,B0J2NW9,US67072V1035,NASDAQ
YEXT,YEXT INC,Equity,0.01,22.72,"24,396.00","554,277.12","554,277.12",Information Technology,BD8ZJW2,US98585N1063,New York Stock Exchange Inc.
CLI,MACK-CALI REALTY REIT CORP,Equity,0.01,20.13,"27,478.00","553,132.14","553,132.14",Real Estate,2192314,US5544891048,New York Stock Exchange Inc.
GIII,G III APPAREL GROUP LTD,Equity,0.01,43.32,"12,764.00","552,936.48","552,936.48",Consumer Discretionary,2369721,US36237H1014,NASDAQ
MB,MINDBODY INC CLASS A,Equity,0.01,40.06,"13,783.00","552,146.98","552,146.98",Information Technology,BZ07SJ0,US60255W1053,NASDAQ
TNDM,TANDEM DIABETES CARE INC,Equity,0.01,35.64,"15,504.00","552,562.56","552,562.56",Health Care,BF3W461,US8753722037,NASDAQ
MAXR,MAXAR TECHNOLOGIES LTD,Equity,0.01,32.36,"17,040.00","551,414.40","551,414.40",Industrials,BF92JD7,CA57778L1031,New York Stock Exchange Inc.
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Equity,0.01,21.10,"26,075.00","550,182.50","550,182.50",Health Care,BFNF1D6,US03168L1052,New York Stock Exchange Inc.
IOSP,INNOSPEC INC,Equity,0.01,74.16,"7,396.00","548,487.36","548,487.36",Materials,2245597,US45768S1050,NASDAQ
SEM,SELECT MEDICAL HOLDINGS CORP,Equity,0.01,18.04,"30,272.00","546,106.88","546,106.88",Health Care,B4MF0Q6,US81619Q1058,New York Stock Exchange Inc.
BID,SOTHEBYS,Equity,0.01,48.37,"11,292.00","546,194.04","546,194.04",Consumer Discretionary,2822406,US8358981079,New York Stock Exchange Inc.
POWI,POWER INTEGRATIONS INC,Equity,0.01,61.37,"8,897.00","546,008.89","546,008.89",Information Technology,2133045,US7392761034,NASDAQ
BCOR,BLUCORA INC,Equity,0.01,36.53,"14,918.00","544,954.54","544,954.54",Financials,B8L2DV2,US0952291005,NASDAQ
KALU,KAISER ALUMINIUM CORP,Equity,0.01,109.56,"4,980.00","545,608.80","545,608.80",Materials,B15CJ33,US4830077040,NASDAQ
ADSW,ADVANCED DISPOSAL SERVICES INC,Equity,0.01,26.61,"20,472.00","544,759.92","544,759.92",Industrials,BYMM8B8,US00790X1019,New York Stock Exchange Inc.
MGLN,MAGELLAN HEALTH INC,Equity,0.01,71.69,"7,598.00","544,700.62","544,700.62",Health Care,2307787,US5590792074,NASDAQ
GCP,GCP APPLIED TECHNOLOGIES INC,Equity,0.01,26.34,"20,623.00","543,209.82","543,209.82",Materials,BYW8TV3,US36164Y1010,New York Stock Exchange Inc.
MIK,MICHAELS COMPANIES INC,Equity,0.01,15.75,"34,493.00","543,264.75","543,264.75",Consumer Discretionary,BNG83R6,US59408Q1067,NASDAQ
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Equity,0.01,15.63,"34,799.00","543,908.37","543,908.37",Financials,B5ZW0F0,US46131B1008,New York Stock Exchange Inc.
DDD,3D SYSTEMS CORP,Equity,0.01,17.58,"30,766.00","540,866.28","540,866.28",Information Technology,2889768,US88554D2053,New York Stock Exchange Inc.
MATX,MATSON INC,Equity,0.01,39.54,"13,649.00","539,681.46","539,681.46",Industrials,B8GNC91,US57686G1058,New York Stock Exchange Inc.
ZGNX,ZOGENIX INC,Equity,0.01,43.37,"12,397.00","537,657.89","537,657.89",Health Care,BYTJZL1,US98978L2043,NASDAQ
EGHT,8X8 INC,Equity,0.01,20.09,"26,753.00","537,467.77","537,467.77",Information Technology,2037170,US2829141009,New York Stock Exchange Inc.
CVA,COVANTA HOLDING CORP,Equity,0.01,15.76,"33,895.00","534,185.20","534,185.20",Industrials,2255778,US22282E1029,New York Stock Exchange Inc.
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Equity,0.01,18.61,"28,575.00","531,780.75","531,780.75",Consumer Discretionary,BVG7F06,GB00BVG7F061,New York Stock Exchange Inc.
PSMT,PRICESMART INC,Equity,0.01,78.57,"6,763.00","531,368.91","531,368.91",Consumer Staples,2092942,US7415111092,NASDAQ
